"Dataset Name","Observation Date","Series Key","Series Display Name","Observation Value","Unit","Observation Status","Observation Status Comment","Sequence No.","Series name"
"Quarterly GDP at Constant Basic Prices of 2015-16","31-Mar-2018","TS_GP_RS_QGDP1516_Q.QGDP00020000","......I(b). Growth Rate of Agriculture Sector","3.91","Percent","Normal","","400","Growth Rate of Agriculture Sector"
"Quarterly GDP at Constant Basic Prices of 2015-16","31-Mar-2018","TS_GP_RS_QGDP1516_Q.QGDP00030000","......II(a). Industrial Sector","1752742","Million PKR","Normal","","500","Industrial Sector"
"Quarterly GDP at Constant Basic Prices of 2015-16","31-Mar-2018","TS_GP_RS_QGDP1516_Q.QGDP00040000","......II(b). Growth Rate of Industrial Sector","7.25","Percent","Normal","","600","Growth Rate of Industry Sector"
"Quarterly GDP at Constant Basic Prices of 2015-16","31-Mar-2018","TS_GP_RS_QGDP1516_Q.QGDP00050000","......III(a). Services Sector","4946655","Million PKR","Normal","","700","Services Sector"
"Quarterly GDP at Constant Basic Prices of 2015-16","31-Mar-2018","TS_GP_RS_QGDP1516_Q.QGDP00060000","......III(b). Growth Rate of Services Sector","5.64","Percent","Normal","","800","Growth Rate of Services Sector"
"Quarterly GDP at Constant Basic Prices of 2015-16","31-Dec-2017","TS_GP_RS_QGDP1516_Q.QGDP00070000","A. Gross Domestic Product (Total of Gross Value Addition at Constant Basic Prices(2015-16))","8357131","Million PKR","Normal","","100","Gross Domestic Product (Total of Gross Value Addition at Constant Basic Prices(2015-16))"
"Quarterly GDP at Constant Basic Prices of 2015-16","31-Dec-2017","TS_GP_RS_QGDP1516_Q.QGDP00080000","B. Growth Rate of Gross Domestic Product (Total of Gross Value Addition at Constant Factor Cost(2015-16))","6.15","Percent","Normal","","200","Growth Rate of Real Gross Domestic Product"
"Quarterly GDP at Constant Basic Prices of 2015-16","31-Dec-2017","TS_GP_RS_QGDP1516_Q.QGDP00010000","......I(a). Agricultural Sector","1901091","Million PKR","Normal","","300","Agricultural Sector"
"Quarterly GDP at Constant Basic Prices of 2015-16","31-Dec-2017","TS_GP_RS_QGDP1516_Q.QGDP00020000","......I(b). Growth Rate of Agriculture Sector","3.18","Percent","Normal","","400","Growth Rate of Agriculture Sector"
"Quarterly GDP at Constant Basic Prices of 2015-16","31-Dec-2017","TS_GP_RS_QGDP1516_Q.QGDP00030000","......II(a). Industrial Sector","1639839","Million PKR","Normal","","500","Industrial Sector"
"Quarterly GDP at Constant Basic Prices of 2015-16","31-Dec-2017","TS_GP_RS_QGDP1516_Q.QGDP00040000","......II(b). Growth Rate of Industrial Sector","8.76","Percent","Normal","","600","Growth Rate of Industry Sector"
"Quarterly GDP at Constant Basic Prices of 2015-16","31-Dec-2017","TS_GP_RS_QGDP1516_Q.QGDP00050000","......III(a). Services Sector","4816200","Million PKR","Normal","","700","Services Sector"
"Quarterly GDP at Constant Basic Prices of 2015-16","31-Dec-2017","TS_GP_RS_QGDP1516_Q.QGDP00060000","......III(b). Growth Rate of Services Sector","6.49","Percent","Normal","","800","Growth Rate of Services Sector"
"Quarterly GDP at Constant Basic Prices of 2015-16","30-Sep-2017","TS_GP_RS_QGDP1516_Q.QGDP00070000","A. Gross Domestic Product (Total of Gross Value Addition at Constant Basic Prices(2015-16))","8382627","Million PKR","Normal","","100","Gross Domestic Product (Total of Gross Value Addition at Constant Basic Prices(2015-16))"
"Quarterly GDP at Constant Basic Prices of 2015-16","30-Sep-2017","TS_GP_RS_QGDP1516_Q.QGDP00080000","B. Growth Rate of Gross Domestic Product (Total of Gross Value Addition at Constant Factor Cost(2015-16))","7.55","Percent","Normal","","200","Growth Rate of Real Gross Domestic Product"
"Quarterly GDP at Constant Basic Prices of 2015-16","30-Sep-2017","TS_GP_RS_QGDP1516_Q.QGDP00010000","......I(a). Agricultural Sector","1995927","Million PKR","Normal","","300","Agricultural Sector"
"Quarterly GDP at Constant Basic Prices of 2015-16","30-Sep-2017","TS_GP_RS_QGDP1516_Q.QGDP00020000","......I(b). Growth Rate of Agriculture Sector","4.28","Percent","Normal","","400","Growth Rate of Agriculture Sector"
"Quarterly GDP at Constant Basic Prices of 2015-16","30-Sep-2017","TS_GP_RS_QGDP1516_Q.QGDP00030000","......II(a). Industrial Sector","1660060","Million PKR","Normal","","500","Industrial Sector"
"Quarterly GDP at Constant Basic Prices of 2015-16","30-Sep-2017","TS_GP_RS_QGDP1516_Q.QGDP00040000","......II(b). Growth Rate of Industrial Sector","9.62","Percent","Normal","","600","Growth Rate of Industry Sector"
"Quarterly GDP at Constant Basic Prices of 2015-16","30-Sep-2017","TS_GP_RS_QGDP1516_Q.QGDP00050000","......III(a). Services Sector","4726639","Million PKR","Normal","","700","Services Sector"
"Quarterly GDP at Constant Basic Prices of 2015-16","30-Sep-2017","TS_GP_RS_QGDP1516_Q.QGDP00060000","......III(b). Growth Rate of Services Sector","8.27","Percent","Normal","","800","Growth Rate of Services Sector"
"Quarterly GDP at Constant Basic Prices of 2015-16","30-Jun-2017","TS_GP_RS_QGDP1516_Q.QGDP00070000","A. Gross Domestic Product (Total of Gross Value Addition at Constant Basic Prices(2015-16))","8116624","Million PKR","Normal","","100","Gross Domestic Product (Total of Gross Value Addition at Constant Basic Prices(2015-16))"
"Quarterly GDP at Constant Basic Prices of 2015-16","30-Jun-2017","TS_GP_RS_QGDP1516_Q.QGDP00080000","B. Growth Rate of Gross Domestic Product (Total of Gross Value Addition at Constant Factor Cost(2015-16))","5.8","Percent","Normal","","200","Growth Rate of Real Gross Domestic Product"
"Quarterly GDP at Constant Basic Prices of 2015-16","30-Jun-2017","TS_GP_RS_QGDP1516_Q.QGDP00010000","......I(a). Agricultural Sector","1898483","Million PKR","Normal","","300","Agricultural Sector"
"Quarterly GDP at Constant Basic Prices of 2015-16","30-Jun-2017","TS_GP_RS_QGDP1516_Q.QGDP00020000","......I(b). Growth Rate of Agriculture Sector","3.64","Percent","Normal","","400","Growth Rate of Agriculture Sector"
"Quarterly GDP at Constant Basic Prices of 2015-16","30-Jun-2017","TS_GP_RS_QGDP1516_Q.QGDP00030000","......II(a). Industrial Sector","1556896","Million PKR","Normal","","500","Industrial Sector"
"Quarterly GDP at Constant Basic Prices of 2015-16","30-Jun-2017","TS_GP_RS_QGDP1516_Q.QGDP00040000","......II(b). Growth Rate of Industrial Sector","4.41","Percent","Normal","","600","Growth Rate of Industry Sector"
"Quarterly GDP at Constant Basic Prices of 2015-16","30-Jun-2017","TS_GP_RS_QGDP1516_Q.QGDP00050000","......III(a). Services Sector","4661246","Million PKR","Normal","","700","Services Sector"
"Quarterly GDP at Constant Basic Prices of 2015-16","30-Jun-2017","TS_GP_RS_QGDP1516_Q.QGDP00060000","......III(b). Growth Rate of Services Sector","7.18","Percent","Normal","","800","Growth Rate of Services Sector"
"Quarterly GDP at Constant Basic Prices of 2015-16","31-Mar-2017","TS_GP_RS_QGDP1516_Q.QGDP00070000","A. Gross Domestic Product (Total of Gross Value Addition at Constant Basic Prices(2015-16))","8130528","Million PKR","Normal","","100","Gross Domestic Product (Total of Gross Value Addition at Constant Basic Prices(2015-16))"
"Quarterly GDP at Constant Basic Prices of 2015-16","31-Mar-2017","TS_GP_RS_QGDP1516_Q.QGDP00080000","B. Growth Rate of Gross Domestic Product (Total of Gross Value Addition at Constant Factor Cost(2015-16))","5.36","Percent","Normal","","200","Growth Rate of Real Gross Domestic Product"
"Quarterly GDP at Constant Basic Prices of 2015-16","31-Mar-2017","TS_GP_RS_QGDP1516_Q.QGDP00010000","......I(a). Agricultural Sector","1813876","Million PKR","Normal","","300","Agricultural Sector"
"Quarterly GDP at Constant Basic Prices of 2015-16","31-Mar-2017","TS_GP_RS_QGDP1516_Q.QGDP00020000","......I(b). Growth Rate of Agriculture Sector","2.81","Percent","Normal","","400","Growth Rate of Agriculture Sector"
"Quarterly GDP at Constant Basic Prices of 2015-16","31-Mar-2017","TS_GP_RS_QGDP1516_Q.QGDP00030000","......II(a). Industrial Sector","1634261","Million PKR","Normal","","500","Industrial Sector"
"Quarterly GDP at Constant Basic Prices of 2015-16","31-Mar-2017","TS_GP_RS_QGDP1516_Q.QGDP00040000","......II(b). Growth Rate of Industrial Sector","6.03","Percent","Normal","","600","Growth Rate of Industry Sector"
"Quarterly GDP at Constant Basic Prices of 2015-16","31-Mar-2017","TS_GP_RS_QGDP1516_Q.QGDP00050000","......III(a). Services Sector","4682391","Million PKR","Normal","","700","Services Sector"
"Quarterly GDP at Constant Basic Prices of 2015-16","31-Mar-2017","TS_GP_RS_QGDP1516_Q.QGDP00060000","......III(b). Growth Rate of Services Sector","6.15","Percent","Normal","","800","Growth Rate of Services Sector"
"Quarterly GDP at Constant Basic Prices of 2015-16","31-Dec-2016","TS_GP_RS_QGDP1516_Q.QGDP00070000","A. Gross Domestic Product (Total of Gross Value Addition at Constant Basic Prices(2015-16))","7872850","Million PKR","Normal","","100","Gross Domestic Product (Total of Gross Value Addition at Constant Basic Prices(2015-16))"
"Quarterly GDP at Constant Basic Prices of 2015-16","31-Dec-2016","TS_GP_RS_QGDP1516_Q.QGDP00080000","B. Growth Rate of Gross Domestic Product (Total of Gross Value Addition at Constant Factor Cost(2015-16))","3.64","Percent","Normal","","200","Growth Rate of Real Gross Domestic Product"
"Quarterly GDP at Constant Basic Prices of 2015-16","31-Dec-2016","TS_GP_RS_QGDP1516_Q.QGDP00010000","......I(a). Agricultural Sector","1842507","Million PKR","Normal","","300","Agricultural Sector"
"Quarterly GDP at Constant Basic Prices of 2015-16","31-Dec-2016","TS_GP_RS_QGDP1516_Q.QGDP00020000","......I(b). Growth Rate of Agriculture Sector",".49","Percent","Normal","","400","Growth Rate of Agriculture Sector"
"Quarterly GDP at Constant Basic Prices of 2015-16","31-Dec-2016","TS_GP_RS_QGDP1516_Q.QGDP00030000","......II(a). Industrial Sector","1507724","Million PKR","Normal","","500","Industrial Sector"
"Quarterly GDP at Constant Basic Prices of 2015-16","31-Dec-2016","TS_GP_RS_QGDP1516_Q.QGDP00040000","......II(b). Growth Rate of Industrial Sector","4.73","Percent","Normal","","600","Growth Rate of Industry Sector"
"Quarterly GDP at Constant Basic Prices of 2015-16","31-Dec-2016","TS_GP_RS_QGDP1516_Q.QGDP00050000","......III(a). Services Sector","4522618","Million PKR","Normal","","700","Services Sector"
"Quarterly GDP at Constant Basic Prices of 2015-16","31-Dec-2016","TS_GP_RS_QGDP1516_Q.QGDP00060000","......III(b). Growth Rate of Services Sector","4.6","Percent","Normal","","800","Growth Rate of Services Sector"
"Quarterly GDP at Constant Basic Prices of 2015-16","30-Sep-2016","TS_GP_RS_QGDP1516_Q.QGDP00070000","A. Gross Domestic Product (Total of Gross Value Addition at Constant Basic Prices(2015-16))","7794205","Million PKR","Normal","","100","Gross Domestic Product (Total of Gross Value Addition at Constant Basic Prices(2015-16))"
"Quarterly GDP at Constant Basic Prices of 2015-16","30-Sep-2016","TS_GP_RS_QGDP1516_Q.QGDP00080000","B. Growth Rate of Gross Domestic Product (Total of Gross Value Addition at Constant Factor Cost(2015-16))","3.61","Percent","Normal","","200","Growth Rate of Real Gross Domestic Product"
"Quarterly GDP at Constant Basic Prices of 2015-16","30-Sep-2016","TS_GP_RS_QGDP1516_Q.QGDP00010000","......I(a). Agricultural Sector","1914034","Million PKR","Normal","","300","Agricultural Sector"
"Quarterly GDP at Constant Basic Prices of 2015-16","30-Sep-2016","TS_GP_RS_QGDP1516_Q.QGDP00020000","......I(b). Growth Rate of Agriculture Sector","1.95","Percent","Normal","","400","Growth Rate of Agriculture Sector"
"Quarterly GDP at Constant Basic Prices of 2015-16","30-Sep-2016","TS_GP_RS_QGDP1516_Q.QGDP00030000","......II(a). Industrial Sector","1514415","Million PKR","Normal","","500","Industrial Sector"
"Quarterly GDP at Constant Basic Prices of 2015-16","30-Sep-2016","TS_GP_RS_QGDP1516_Q.QGDP00040000","......II(b). Growth Rate of Industrial Sector","3.2","Percent","Normal","","600","Growth Rate of Industry Sector"
"Quarterly GDP at Constant Basic Prices of 2015-16","30-Sep-2016","TS_GP_RS_QGDP1516_Q.QGDP00050000","......III(a). Services Sector","4365756","Million PKR","Normal","","700","Services Sector"
"Quarterly GDP at Constant Basic Prices of 2015-16","30-Sep-2016","TS_GP_RS_QGDP1516_Q.QGDP00060000","......III(b). Growth Rate of Services Sector","4.5","Percent","Normal","","800","Growth Rate of Services Sector"
"Quarterly GDP at Constant Basic Prices of 2015-16","30-Jun-2016","TS_GP_RS_QGDP1516_Q.QGDP00070000","A. Gross Domestic Product (Total of Gross Value Addition at Constant Basic Prices(2015-16))","7671898","Million PKR","Normal","","100","Gross Domestic Product (Total of Gross Value Addition at Constant Basic Prices(2015-16))"
"Quarterly GDP at Constant Basic Prices of 2015-16","30-Jun-2016","TS_GP_RS_QGDP1516_Q.QGDP00080000","B. Growth Rate of Gross Domestic Product (Total of Gross Value Addition at Constant Factor Cost(2015-16))","","Percent","Missing value","","200","Growth Rate of Real Gross Domestic Product"
"Quarterly GDP at Constant Basic Prices of 2015-16","30-Jun-2016","TS_GP_RS_QGDP1516_Q.QGDP00010000","......I(a). Agricultural Sector","1831746","Million PKR","Normal","","300","Agricultural Sector"
"Quarterly GDP at Constant Basic Prices of 2015-16","30-Jun-2016","TS_GP_RS_QGDP1516_Q.QGDP00020000","......I(b). Growth Rate of Agriculture Sector","","Percent","Missing value","","400","Growth Rate of Agriculture Sector"
"Quarterly GDP at Constant Basic Prices of 2015-16","30-Jun-2016","TS_GP_RS_QGDP1516_Q.QGDP00030000","......II(a). Industrial Sector","1491150","Million PKR","Normal","","500","Industrial Sector"
"Quarterly GDP at Constant Basic Prices of 2015-16","30-Jun-2016","TS_GP_RS_QGDP1516_Q.QGDP00040000","......II(b). Growth Rate of Industrial Sector","","Percent","Missing value","","600","Growth Rate of Industry Sector"
"Quarterly GDP at Constant Basic Prices of 2015-16","30-Jun-2016","TS_GP_RS_QGDP1516_Q.QGDP00050000","......III(a). Services Sector","4349003","Million PKR","Normal","","700","Services Sector"
"Quarterly GDP at Constant Basic Prices of 2015-16","30-Jun-2016","TS_GP_RS_QGDP1516_Q.QGDP00060000","......III(b). Growth Rate of Services Sector","","Percent","Missing value","","800","Growth Rate of Services Sector"
"Quarterly GDP at Constant Basic Prices of 2015-16","31-Mar-2016","TS_GP_RS_QGDP1516_Q.QGDP00070000","A. Gross Domestic Product (Total of Gross Value Addition at Constant Basic Prices(2015-16))","7716775","Million PKR","Normal","","100","Gross Domestic Product (Total of Gross Value Addition at Constant Basic Prices(2015-16))"
"Quarterly GDP at Constant Basic Prices of 2015-16","31-Mar-2016","TS_GP_RS_QGDP1516_Q.QGDP00080000","B. Growth Rate of Gross Domestic Product (Total of Gross Value Addition at Constant Factor Cost(2015-16))","","Percent","Missing value","","200","Growth Rate of Real Gross Domestic Product"
"Quarterly GDP at Constant Basic Prices of 2015-16","31-Mar-2016","TS_GP_RS_QGDP1516_Q.QGDP00010000","......I(a). Agricultural Sector","1764238","Million PKR","Normal","","300","Agricultural Sector"
"Quarterly GDP at Constant Basic Prices of 2015-16","31-Mar-2016","TS_GP_RS_QGDP1516_Q.QGDP00020000","......I(b). Growth Rate of Agriculture Sector","","Percent","Missing value","","400","Growth Rate of Agriculture Sector"
"Quarterly GDP at Constant Basic Prices of 2015-16","31-Mar-2016","TS_GP_RS_QGDP1516_Q.QGDP00030000","......II(a). Industrial Sector","1541392","Million PKR","Normal","","500","Industrial Sector"
"Quarterly GDP at Constant Basic Prices of 2015-16","31-Mar-2016","TS_GP_RS_QGDP1516_Q.QGDP00040000","......II(b). Growth Rate of Industrial Sector","","Percent","Missing value","","600","Growth Rate of Industry Sector"
"Quarterly GDP at Constant Basic Prices of 2015-16","31-Mar-2016","TS_GP_RS_QGDP1516_Q.QGDP00050000","......III(a). Services Sector","4411145","Million PKR","Normal","","700","Services Sector"
"Quarterly GDP at Constant Basic Prices of 2015-16","31-Mar-2016","TS_GP_RS_QGDP1516_Q.QGDP00060000","......III(b). Growth Rate of Services Sector","","Percent","Missing value","","800","Growth Rate of Services Sector"
"Quarterly GDP at Constant Basic Prices of 2015-16","31-Dec-2015","TS_GP_RS_QGDP1516_Q.QGDP00070000","A. Gross Domestic Product (Total of Gross Value Addition at Constant Basic Prices(2015-16))","7596654","Million PKR","Normal","","100","Gross Domestic Product (Total of Gross Value Addition at Constant Basic Prices(2015-16))"
"Quarterly GDP at Constant Basic Prices of 2015-16","31-Dec-2015","TS_GP_RS_QGDP1516_Q.QGDP00080000","B. Growth Rate of Gross Domestic Product (Total of Gross Value Addition at Constant Factor Cost(2015-16))","","Percent","Missing value","","200","Growth Rate of Real Gross Domestic Product"
"Quarterly GDP at Constant Basic Prices of 2015-16","31-Dec-2015","TS_GP_RS_QGDP1516_Q.QGDP00010000","......I(a). Agricultural Sector","1833474","Million PKR","Normal","","300","Agricultural Sector"
"Quarterly GDP at Constant Basic Prices of 2015-16","31-Dec-2015","TS_GP_RS_QGDP1516_Q.QGDP00020000","......I(b). Growth Rate of Agriculture Sector","","Percent","Missing value","","400","Growth Rate of Agriculture Sector"
"Quarterly GDP at Constant Basic Prices of 2015-16","31-Dec-2015","TS_GP_RS_QGDP1516_Q.QGDP00030000","......II(a). Industrial Sector","1439618","Million PKR","Normal","","500","Industrial Sector"
"Quarterly GDP at Constant Basic Prices of 2015-16","31-Dec-2015","TS_GP_RS_QGDP1516_Q.QGDP00040000","......II(b). Growth Rate of Industrial Sector","","Percent","Missing value","","600","Growth Rate of Industry Sector"
"Quarterly GDP at Constant Basic Prices of 2015-16","31-Dec-2015","TS_GP_RS_QGDP1516_Q.QGDP00050000","......III(a). Services Sector","4323562","Million PKR","Normal","","700","Services Sector"
"Quarterly GDP at Constant Basic Prices of 2015-16","31-Dec-2015","TS_GP_RS_QGDP1516_Q.QGDP00060000","......III(b). Growth Rate of Services Sector","","Percent","Missing value","","800","Growth Rate of Services Sector"
"Quarterly GDP at Constant Basic Prices of 2015-16","30-Sep-2015","TS_GP_RS_QGDP1516_Q.QGDP00070000","A. Gross Domestic Product (Total of Gross Value Addition at Constant Basic Prices(2015-16))","7522880","Million PKR","Normal","","100","Gross Domestic Product (Total of Gross Value Addition at Constant Basic Prices(2015-16))"
"Quarterly GDP at Constant Basic Prices of 2015-16","30-Sep-2015","TS_GP_RS_QGDP1516_Q.QGDP00080000","B. Growth Rate of Gross Domestic Product (Total of Gross Value Addition at Constant Factor Cost(2015-16))","","Percent","Missing value","","200","Growth Rate of Real Gross Domestic Product"
"Quarterly GDP at Constant Basic Prices of 2015-16","30-Sep-2015","TS_GP_RS_QGDP1516_Q.QGDP00010000","......I(a). Agricultural Sector","1877499","Million PKR","Normal","","300","Agricultural Sector"
"Quarterly GDP at Constant Basic Prices of 2015-16","30-Sep-2015","TS_GP_RS_QGDP1516_Q.QGDP00020000","......I(b). Growth Rate of Agriculture Sector","","Percent","Missing value","","400","Growth Rate of Agriculture Sector"
"Quarterly GDP at Constant Basic Prices of 2015-16","30-Sep-2015","TS_GP_RS_QGDP1516_Q.QGDP00030000","......II(a). Industrial Sector","1467478","Million PKR","Normal","","500","Industrial Sector"
"Quarterly GDP at Constant Basic Prices of 2015-16","30-Sep-2015","TS_GP_RS_QGDP1516_Q.QGDP00040000","......II(b). Growth Rate of Industrial Sector","","Percent","Missing value","","600","Growth Rate of Industry Sector"
"Quarterly GDP at Constant Basic Prices of 2015-16","30-Sep-2015","TS_GP_RS_QGDP1516_Q.QGDP00050000","......III(a). Services Sector","4177903","Million PKR","Normal","","700","Services Sector"
"Quarterly GDP at Constant Basic Prices of 2015-16","30-Sep-2015","TS_GP_RS_QGDP1516_Q.QGDP00060000","......III(b). Growth Rate of Services Sector","","Percent","Missing value","","800","Growth Rate of Services Sector"
